instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWavePegasus_11_dense_5.h5,2556,-1712.1254,-1708.28,-0.22509992,0.01449115,0.113185237
randomIsingDWavePegasus_11_dense_6.h5,2556,-1729.6494,-1725.0681,-0.26557207,0.019459058,0.119421857
randomIsingDWavePegasus_11_dense_7.h5,2556,-1720.7512,-1719.9199,-0.048333578,0.019749164,0.12099489
randomIsingDWavePegasus_11_dense_8.h5,2556,-1695.4519,-1684.6935,-0.63859826,0.026433466,0.113464991
randomIsingDWavePegasus_11_dense_9.h5,2556,-1746.4355,-1745.9786,-0.02616923,0.014529016,0.113261927
randomIsingDWavePegasus_12_dense_1.h5,3061,-2097.6714,-2094.758,-0.13907716,0.024514502,0.163301054
randomIsingDWavePegasus_12_dense_10.h5,3072,-2092.6238,-2076.6787,-0.7678158,0.024574935,0.169638122
randomIsingDWavePegasus_12_dense_11.h5,3072,-2080.436,-2069.9739,-0.5054247,0.024608888,0.169700334
randomIsingDWavePegasus_12_dense_12.h5,3072,-2082.827,-2081.4185,-0.06766766,0.024611802,0.16964055
randomIsingDWavePegasus_12_dense_13.h5,3072,-2060.749,-2059.982,-0.037237696,0.024664889,0.169678733
randomIsingDWavePegasus_12_dense_14.h5,3072,-2091.1592,-2090.4597,-0.033459764,0.024522015,0.169642176
randomIsingDWavePegasus_12_dense_15.h5,3072,-2076.249,-2067.745,-0.41126475,0.024547416,0.169650677
randomIsingDWavePegasus_12_dense_16.h5,3061,-2089.5364,-2087.1147,-0.11602768,0.024481388,0.164804573
randomIsingDWavePegasus_12_dense_17.h5,3061,-2062.606,-2055.1848,-0.3610937,0.024640745,0.165076907
randomIsingDWavePegasus_12_dense_18.h5,3061,-2035.6598,-2011.509,-1.2006289,0.024558682,0.164646678
randomIsingDWavePegasus_12_dense_19.h5,3061,-2072.2344,-2066.4448,-0.28016964,0.024514199,0.164312074
randomIsingDWavePegasus_12_dense_2.h5,3072,-2087.9316,-2071.0845,-0.81344664,0.024544719,0.170009801
randomIsingDWavePegasus_12_dense_20.h5,3061,-2064.1492,-2054.4395,-0.4726212,0.024610136,0.164524317
randomIsingDWavePegasus_12_dense_3.h5,3072,-2044.239,-2028.6577,-0.76805955,0.024529667,0.169580469
randomIsingDWavePegasus_12_dense_4.h5,3072,-2092.9712,-2085.0771,-0.37859714,0.024743383,0.170825912
randomIsingDWavePegasus_12_dense_5.h5,3072,-2124.7988,-2120.0098,-0.22589813,0.024532209,0.171698248
randomIsingDWavePegasus_12_dense_6.h5,3072,-2069.5703,-2051.949,-0.858761,0.024632881,0.169599784
randomIsingDWavePegasus_12_dense_7.h5,3072,-2042.5132,-2031.2805,-0.5529845,0.02452989,0.169486616
randomIsingDWavePegasus_12_dense_8.h5,3072,-2033.6904,-2023.4572,-0.5057323,0.024566657,0.169954562
randomIsingDWavePegasus_12_dense_9.h5,3072,-2047.7073,-2035.3586,-0.6067055,0.02454487,0.16980004
randomIsingDWavePegasus_13_dense_1.h5,3629,-2480.365,-2456.614,-0.9668176,0.031217798,0.227245273
randomIsingDWavePegasus_13_dense_10.h5,3639,-2453.258,-2440.7769,-0.51136184,0.033657998,0.228994859
randomIsingDWavePegasus_13_dense_11.h5,3639,-2505.1858,-2488.1523,-0.6845822,0.031187413,0.228794595
randomIsingDWavePegasus_13_dense_12.h5,3639,-2450.11,-2422.2273,-1.1511229,0.031185083,0.229480354
randomIsingDWavePegasus_13_dense_13.h5,3639,-2464.4912,-2451.078,-0.5472421,0.03117542,0.22943759
randomIsingDWavePegasus_13_dense_14.h5,3639,-2491.5366,-2467.5247,-0.9731195,0.031226319,0.22891027
randomIsingDWavePegasus_13_dense_15.h5,3639,-2453.4214,-2454.8218,0.05704653,0.03118227,0.228686355
randomIsingDWavePegasus_13_dense_16.h5,3629,-2434.383,-2417.8372,-0.6843264,0.030994828,0.228684733
randomIsingDWavePegasus_13_dense_17.h5,3629,-2451.0679,-2443.2505,-0.3199583,0.031480677,0.229325492
randomIsingDWavePegasus_13_dense_18.h5,3629,-2430.6672,-2403.643,-1.1243005,0.031097359,0.230016049
randomIsingDWavePegasus_13_dense_19.h5,3629,-2497.0059,-2487.909,-0.36564538,0.031307184,0.22837723
randomIsingDWavePegasus_13_dense_2.h5,3639,-2469.0195,-2451.3716,-0.7199214,0.031197877,0.229839973
randomIsingDWavePegasus_13_dense_20.h5,3629,-2491.406,-2480.3398,-0.44615507,0.031073751,0.228732618
randomIsingDWavePegasus_13_dense_3.h5,3639,-2473.9927,-2439.695,-1.4058154,0.031191022,0.228951528
randomIsingDWavePegasus_13_dense_4.h5,3639,-2472.4504,-2455.2876,-0.6990155,0.031111982,0.229120871
randomIsingDWavePegasus_13_dense_5.h5,3639,-2479.4304,-2451.528,-1.1381613,0.03118358,0.229187698
randomIsingDWavePegasus_13_dense_6.h5,3639,-2441.3257,-2372.1284,-2.9170961,0.03120914,0.228650805
randomIsingDWavePegasus_13_dense_7.h5,3639,-2407.5586,-2389.4836,-0.75643754,0.031285492,0.229469182
randomIsingDWavePegasus_13_dense_8.h5,3639,-2431.5366,-2424.7488,-0.27994,0.031229189,0.229205618
randomIsingDWavePegasus_13_dense_9.h5,3639,-2448.2263,-2447.6665,-0.022871353,0.031194501,0.229428813
randomIsingDWavePegasus_14_dense_1.h5,4241,-2844.5298,-2825.0454,-0.6897013,0.047960348,0.298154501
randomIsingDWavePegasus_14_dense_10.h5,4254,-2875.675,-2871.6316,-0.14080696,0.041114159,0.553390823
randomIsingDWavePegasus_14_dense_11.h5,4254,-2866.541,-2813.5127,-1.8847728,0.037218912,0.292801688
randomIsingDWavePegasus_14_dense_12.h5,4254,-2884.4395,-2882.1506,-0.079413556,0.040923386,0.397628697
randomIsingDWavePegasus_14_dense_13.h5,4254,-2825.116,-2813.6028,-0.4091972,0.050814388,0.307410703
randomIsingDWavePegasus_14_dense_14.h5,4254,-2869.079,-2865.4539,-0.12651552,0.054010922,0.302482918
