instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWaveZephyr_9_dense_12.h5,2736,-2095.5544,-1942.7668,-7.864433,0.0128362,0.064546253
randomIsingDWaveZephyr_9_dense_13.h5,2736,-2133.9158,-2054.1624,-3.8825274,0.010860932,0.069072232
randomIsingDWaveZephyr_9_dense_14.h5,2736,-2109.6099,-2070.9038,-1.8690417,0.026962157,0.063900319
randomIsingDWaveZephyr_9_dense_15.h5,2736,-2113.9756,-2100.2217,-0.6548788,0.015214067,0.063804364
randomIsingDWaveZephyr_9_dense_16.h5,2736,-2097.2112,-2010.6794,-4.303607,0.016667463,0.162380948
randomIsingDWaveZephyr_9_dense_17.h5,2736,-2122.372,-1981.8291,-7.091579,0.142359681,0.06978767
randomIsingDWaveZephyr_9_dense_18.h5,2736,-2075.3923,-2009.9786,-3.2544475,0.010957247,0.06449491
randomIsingDWaveZephyr_9_dense_19.h5,2736,-2085.4353,-1930.4064,-8.030896,0.01094013,0.13813237
randomIsingDWaveZephyr_9_dense_2.h5,2736,-2121.686,-2042.1885,-3.892763,0.01052454,0.067184824
randomIsingDWaveZephyr_9_dense_20.h5,2736,-2111.2866,-1945.4689,-8.523279,0.010463613,0.06708883
randomIsingDWaveZephyr_9_dense_3.h5,2736,-2127.3389,-1964.0406,-8.314401,0.010483251,0.067085654
randomIsingDWaveZephyr_9_dense_4.h5,2736,-2046.398,-1914.47,-6.891097,0.010462072,0.067031268
randomIsingDWaveZephyr_9_dense_5.h5,2736,-2108.2427,-2101.468,-0.3223774,0.010496707,0.067042987
randomIsingDWaveZephyr_9_dense_6.h5,2736,-2117.928,-2088.7434,-1.397231,0.010512051,0.067006216
randomIsingDWaveZephyr_9_dense_7.h5,2736,-2123.423,-2112.1206,-0.53512526,0.010456611,0.06701344
randomIsingDWaveZephyr_9_dense_8.h5,2736,-2111.6038,-1969.7806,-7.1999445,0.010505306,0.066966218
randomIsingDWaveZephyr_9_dense_9.h5,2736,-2095.74,-1942.2124,-7.9047785,0.01047196,0.066971225
randomIsingDWaveZephyr_10_dense_1.h5,3360,-2658.9033,-2500.5073,-6.334554,0.02847472,0.103772104
randomIsingDWaveZephyr_10_dense_10.h5,3360,-2629.719,-2459.6255,-6.9154234,0.022808853,0.106785249
randomIsingDWaveZephyr_10_dense_11.h5,3360,-2608.7434,-2461.9944,-5.960575,0.022564202,0.112411546
randomIsingDWaveZephyr_10_dense_12.h5,3360,-2587.9915,-2385.1204,-8.505696,0.022740324,0.114216837
randomIsingDWaveZephyr_10_dense_13.h5,3360,-2599.7864,-2420.457,-7.408904,0.022523903,0.119598758
randomIsingDWaveZephyr_10_dense_14.h5,3360,-2592.3884,-2464.846,-5.1744604,0.022478196,0.113411757
randomIsingDWaveZephyr_10_dense_15.h5,3360,-2628.8848,-2469.3894,-6.4588985,0.022420606,0.115824826
randomIsingDWaveZephyr_10_dense_16.h5,3360,-2579.0232,-2548.6575,-1.19144,0.022401709,0.115772732
randomIsingDWaveZephyr_10_dense_17.h5,3360,-2641.1904,-2474.113,-6.7530212,0.022395725,0.115821792
randomIsingDWaveZephyr_10_dense_18.h5,3360,-2574.5762,-2369.9075,-8.6361475,0.022368146,0.115780571
randomIsingDWaveZephyr_10_dense_19.h5,3360,-2604.3167,-2542.0535,-2.4493263,0.022397109,0.115796734
randomIsingDWaveZephyr_10_dense_3.h5,3360,-2615.699,-2426.4924,-7.7975326,0.022438126,0.115870348
randomIsingDWaveZephyr_10_dense_4.h5,3360,-2614.2808,-2422.8289,-7.9019985,0.022446855,0.115671582
randomIsingDWaveZephyr_10_dense_5.h5,3360,-2570.3054,-2541.4348,-1.1359962,0.022376519,0.115958196
randomIsingDWaveZephyr_10_dense_6.h5,3360,-2606.6038,-2416.6616,-7.859691,0.022463588,0.115724965
randomIsingDWaveZephyr_10_dense_7.h5,3360,-2595.0662,-2382.483,-8.922761,0.022659102,0.118886217
randomIsingDWaveZephyr_10_dense_8.h5,3360,-2563.0044,-2362.4956,-8.487161,0.022460839,0.122477789
randomIsingDWaveZephyr_10_dense_9.h5,3360,-2609.1255,-2435.3445,-7.1357875,0.022397179,0.115601747
randomIsingDWaveZephyr_11_dense_1.h5,4048,-3143.322,-2944.099,-6.7668543,0.037167586,0.158899431
randomIsingDWaveZephyr_11_dense_10.h5,4048,-3223.4856,-2979.577,-8.186018,0.037471285,0.162294717
randomIsingDWaveZephyr_11_dense_11.h5,4048,-3131.0623,-2949.3335,-6.161689,0.037428199,0.162821083
randomIsingDWaveZephyr_11_dense_12.h5,4048,-3156.7026,-2963.5,-6.5194073,0.037426729,0.162057526
randomIsingDWaveZephyr_11_dense_13.h5,4048,-3157.8064,-2821.5989,-11.915497,0.037400327,0.161432289
randomIsingDWaveZephyr_11_dense_14.h5,4048,-3067.2495,-2843.957,-7.851472,0.037349989,0.161541651
randomIsingDWaveZephyr_11_dense_15.h5,4048,-3146.9592,-2904.7363,-8.338895,0.037375452,0.161581951
randomIsingDWaveZephyr_11_dense_16.h5,4048,-3151.9958,-2962.854,-6.3837724,0.037479527,0.162490739
randomIsingDWaveZephyr_11_dense_17.h5,4048,-3132.3933,-3042.87,-2.9420643,0.037317179,0.161598984
randomIsingDWaveZephyr_11_dense_18.h5,4048,-3172.934,-2971.9136,-6.764009,0.037479994,0.161709531
randomIsingDWaveZephyr_11_dense_19.h5,4048,-3176.0928,-3099.1406,-2.4830158,0.037372235,0.161692966
randomIsingDWaveZephyr_11_dense_2.h5,4048,-3046.5916,-2809.7515,-8.429218,0.037283235,0.161710171
randomIsingDWaveZephyr_11_dense_20.h5,4048,-3144.4216,-2900.1748,-8.421797,0.037371488,0.161778763
randomIsingDWaveZephyr_11_dense_3.h5,4048,-3164.81,-2961.95,-6.8488703,0.037354744,0.16257543
